도서명,카테고리,AR,작가,출판사,ISBN,설명,메인,상세페이지,검색어
Time Riders 9 Books Collection,,5.2~5.8,Alex Scarrow,Penguin Random House,9780241408254,"서로 다른 시대에서 온 아이들이 시간의 흐름이 어긋난 순간들을 지켜보며 이야기가 전개돼요. 누군가 과거를 바꾸면 세상이 전혀 다른 모습으로 뒤틀리고, 그 원인을 추적하는 과정에서 역사와 미래가 충돌하죠. 각 권마다 다른 시대와 사건이 등장하며 긴장감 있는 선택과 예측할 수 없는 결과들이 이어져요.",http://mecca01.hgodo.com/main/9780241408254_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9780241408254_a.jpg,"타임라이더,타임라이더스,타임 라이더,타임 라이더스"
Daniel Tiger's Neighborhood 11 Books: Take-Along Storyteller,,,Cottage Door Press,Cottage Door Press,9781646386758,"휴대용 스토리텔러 기기에 내장된 음원을 통해 11권의 다양한 이야기를 들을 수 있어요. 버튼과 다이얼을 돌리면 원하는 이야기나 노래가 재생되며, 아이들이 혼자서도 쉽고 재미있게 참여할 수 있습니다. 다니엘 타이거의 인기 캐릭터가 가득해 영어 학습과 정서 발달에도 도움을 줍니다.",http://mecca01.hgodo.com/main/9781646386758_600.jpg,http://mecca01.hgodo.com/goods/9781646386758_a.jpg,"다니엘타이거,다니엘 타이거,스토리텔러"
줄리아 도널드슨 The Gruffalo and Other Stories 8 Books Set (QR음원 포함),,1.8~4.0,"Julia Donaldson, Axel Scheffler",Macmillan,9781529089226,"베스트셀러 작가 줄리아 도널드슨(Julia Donaldson)과 삽화가 악셀 셰플러(Axel Scheffler)의 환상 콜라보 스토리북으로 아이들에게 사랑받는 8가지 스토리가 포함되어 있으며 유쾌한 운율과 창의적인 이야기가 가득합니다. 따뜻한 교훈이 어우러져 유아 및 어린이의 상상력과 언어 발달에 도움을 주며, 각 도서에 포함되어 있는 QR 코드를 스캔 후 전체 페이지를 듣고 읽어볼 수 있는 리드 어롱(Read-Along)과 노래까지 모두 즐길 수 있습니다.",http://mecca01.hgodo.com/main/9781529089226_600.jpg,http://mecca01.hgodo.com/goods/9781529089226_a.jpg,그루팔로
앤서니 브라운 Gorilla,,2.6,Anthony Browne,Walker Books,9781529514124,"아빠와 딸의 특별한 하루를 담은 따뜻한 그림책이에요. 생일 선물로 받은 고릴라 인형과 함께 펼쳐지는 환상적인 밤 모험 속에서, 한나는 사랑과 상상력의 힘을 경험하죠. 섬세한 그림과 감정 표현이 돋보이며, 부모와 아이가 함께 읽으며 소중한 시간을 나누기에 완벽해요. 고전적인 이야기 구조와 다채로운 그림이 만나 읽는 즐거움을 더해줍니다.",https://mecca01.hgodo.com/main/9781529514124_600.jpg,http://mecca01.hgodo.com/goods/9781406395143_a.jpg,앤서니브라운
마가렛 마요 Big Digger ABC,,,"Margaret Mayo, Alex Ayliffe",Orchard Books,9781408353721,"알파벳 A부터 Z까지 신나게 달리는 멋진 차들과 기계들이 가득한 그림책이에요. 소방차, 트럭, 우주선까지 다양한 탈것들을 색감 풍부한 그림과 리듬감 있는 글로 만나볼 수 있죠. 아이들이 자연스럽게 알파벳과 소리를 따라 읽으며 놀이처럼 배우는 즐거움을 느끼게 해 줘요. 특히 탈것을 좋아하는 아이들과 함께 읽으면 “다음 글자는 뭐일까?” 기대하며 더 재미있게 볼 수 있는 책이에요.",https://mecca01.hgodo.com/main/9781408353721_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9781408353721_a.jpg,"마가렛마요,빅 디거,디거"
조리 존 I Love You Already!,,1.6,"Jory John, Benji Davies",HarperCollins,9780008165987,"친구 곁에서 보내는 하루가 언제나 편하지만은 않다는 걸 유쾌하게 보여주는 그림책이에요. 조용한 하루를 기대하던 곰과, 늘 신나게 함께 놀고 싶은 오리 친구의 엉뚱하고 사랑스러운 모험이 펼쳐지죠. 서로 다른 개성과 속도에도 끝까지 곁에 있어 주는 우정과 애정이 따뜻하게 담겨 있어요. 웃음 가득한 대화와 재치 있는 그림이 함께 어우러져, 아이들과 함께 읽으며 “사랑한다”는 말을 자연스럽게 나눌 수 있는 책이에요. 친구와 가족간의 소중한 마음을 재미있게 느끼게 해 줍니다.",http://mecca01.hgodo.com/main/9780008165987_600.jpg,http://mecca01.hgodo.com/goods/9780008165987_a.jpg,"조리존,벤지데이비스,벤지 데이비스"
뻬뜨르 호라체크 The Best Place in the World,,2.7,Petr Horacek,Walker Books,9781406394276,"사랑하는 친구들과 함께라면 어디든 특별해질 수 있다는 따뜻한 메시지를 전하는 그림책이에요. 호기심 많은 토끼가 “세상에서 가장 좋은 곳”을 찾아 산과 바다, 사막까지 모험을 떠나지만, 결국 가장 소중한 곳은 함께하는 친구들이 있는 곳임을 깨닫게 되죠. 풍부한 색감의 그림이 눈길을 사로잡고, 가족과 함께 읽으며 소중한 사람들에 대한 이야기를 나누기에 완벽한 책이에요. 아이들의 상상력과 감성을 키워줄 마음 따뜻한 이야기랍니다.",http://mecca01.hgodo.com/main/9781406394276_600.jpg,http://mecca01.hgodo.com/goods/9781406394276_a.jpg,빼뜨르호라체크
닉 샤랫 Shark in the Dark,,1.5,Nick Sharratt,Random House,9780552572187,"밤하늘을 바라보며 망원경을 들여다보는 소년 티모시가 진짜 상어를 볼 수 있을까요? 한 장씩 넘길 때마다 구멍을 통해 무엇이 있는지 아이들이 직접 찾아보는 재미가 숨어 있어요. 유쾌한 운율과 익살스러운 그림이 함께 어우러져 아이들의 상상력을 자극하고 웃음을 선사하죠. 잠자리 전 가볍게 읽기 좋은, 가족이 함께 즐길 수 있는 귀여운 그림책이에요. 부모와 아이가 함께 보며 “다음엔 뭐가 나올까?” 기대하게 되는 즐거운 책이에요.",http://mecca01.hgodo.com/main/9780552572187_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9780552572187_a.jpg,"닉샤랫,샤크,상어"
Jelly-Boy,,,Nicole Godwin,Walker Books,9781529502855,"바다 속 작은 해파리가 뜻밖의 친구를 만나면서 벌어지는 유쾌하고 생각할 거리를 주는 이야기예요. 해파리 ‘젤리‑걸’은 강하고 특별한 ‘젤리‑보이’를 찾고 싶어 하지만, 그가 사실은 바다 속 플라스틱이라는 위험한 진실을 알게 되죠. 재치 있는 그림과 귀여운 캐릭터들이 아이들의 눈길을 사로잡으며, 바다 오염과 플라스틱 문제에 대해 자연스럽게 이야기할 수 있게 해줘요. 바다를 지키는 마음과 상상력이 만나 즐겁게 읽을 수 있는 그림책이에요.",http://mecca01.hgodo.com/main/9781529502855_600.jpg,http://mecca01.hgodo.com/goods/9781529502855_a.jpg,"젤리보이,젤리 보이,jelly boy"
칼데콧 수상작 Sam & Dave Dig a Hole,,1.9,"Mac Barnett, Jon Klassen",Walker Books,9781406360981,"호기심 가득한 두 친구, 샘과 데이브가 땅을 파며 보물을 찾아 떠나는 이야기예요. 끝없이 땅을 파도 이상한 모험이 이어지고, 작은 발견과 놀라움이 끊이지 않죠. 유쾌하고 재치 있는 그림과 이야기가 함께 어우러져, 아이들이 읽는 즐거움과 상상력을 마음껏 자극해요. 부모와 함께 읽으며, 단순한 모험 속에서도 뜻밖의 재미를 발견하는 즐거움을 나눌 수 있는 그림책이에요.",https://mecca01.hgodo.com/main/9781406360981_600.jpg,http://mecca01.hgodo.com/goods/9781406360981_a.jpg,"스토리북,그림책,존클라센,존 클라센,맥바넷,맥 바넷,샘,데이브"
8 Little Monster Tales Includes 8 Board Books,,,Bill Cotter,Sourcebooks,9781728250397,"주인공 몬스터가 “절대 누르지 마!”라고 경고하면서도 자꾸 버튼을 눌러 보게 만드는 유쾌한 상호작용이 특징인 8권 세트예요. 각 권에서는 작은 몬스터가 독자에게 말을 걸듯 “버튼을 누르지 말라”고 하지만, 페이지를 넘기거나 책 속 지시에 따라 행동할 때마다 엉뚱하고 웃긴 반응이 일어나며 이야기가 펼쳐집니다. 생동감 있는 그림과 재치 있는 전개가 어우러져, 아이들이 몬스터와 함께 상상하며 웃고 읽는 즐거움과 참여 감각을 느낄 수 있는 특별한 시리즈입니다.",http://mecca01.hgodo.com/main/9781728250397_600.jpg,http://mecca01.hgodo.com/goods/9781728250397_a.jpg,"스토리북,돈푸쉬더버튼,돈 푸쉬 더 버튼,don't puch the button"
스콜라스틱 Everybody Feels 8 Books Set,,,Moria Butterfield,Scholastic,9789814885812,"일상 속 다양한 감정을 아이들의 눈높이에 맞춰 보여 주는 8권 세트예요. 각 권에는 화, 슬픔, 걱정 등 아이들이 느낄 수 있는 감정을 짧고 친근한 이야기로 풀어, 왜 그런 감정을 느끼는지와 다루는 방법을 자연스럽게 생각해 볼 수 있도록 도와줍니다. 밝고 따뜻한 그림과 실제 상황을 담은 에피소드가 함께 어우러져, 아이들이 공감 능력과 자기 표현력을 키우고 감정을 이해하며 다루는 힘을 기를 수 있는 구성입니다.",http://mecca01.hgodo.com/main/9789814885812_600.jpg,http://mecca01.hgodo.com/goods/9789814885812_a.jpg,"스토리북,감정"
칼데콧 수상작 Award Winning 10-Pack,,1.6~3.7,Sorche Nic Leodhas,Square Fish,9781250812728,"칼데콧 수상작 10권을 한 세트로 묶은 특별한 컬렉션이에요. 각 권에는 섬세하고 풍부한 그림과 색감이 어우러져, 아이들이 시각적 즐거움과 함께 이야기 속 감정과 메시지를 자연스럽게 느낄 수 있습니다. 도시에서 자연을 돌보는 이야기, 유쾌한 모험, 상상력을 자극하는 에피소드 등 다양한 주제와 스타일이 담겨 있어, 읽는 순간마다 새로운 발견과 감동을 경험할 수 있어요. 또한, 고급스러운 하드커버와 세련된 박스 디자인으로 소장 가치가 높은 세트입니다.",https://mecca01.hgodo.com/main/9781250812728_600.jpg,http://mecca01.hgodo.com/goods/9781250812728_a.jpg,"스토리북,칼데콧수상작"
DK Animal Alphabet Library Collection 26 Books Set,,,DK,DK,9780744052817,"동물과 알파벳을 자연스럽게 연결해 처음 영어를 접하는 아이들이 흥미를 느낄 수 있도록 구성된 그림책 세트예요. 다양한 동물 캐릭터를 통해 A부터 Z까지의 알파벳이 각각 어떤 생물과 연결되는지 보여주며, 반복적인 구조 속에서 단어와 이미지가 함께 기억되도록 돕습니다. 놀이처럼 읽다 보면 자연스럽게 어휘 감각이 확장되는 구성이 특징입니다.",https://mecca01.hgodo.com/main/9780744052817_600.jpg,https://mecca01.hgodo.com/goods/9780744052817_a.jpg,"알파벳,애니멀,동물"
DK Pop-Up Peekaboo! Penguin,,,DK,DK,9781465499912,"페이지를 열 때마다 튀어나오는 입체 구조 속에서 아기 펭귄과 다양한 동물들이 숨바꼭질하듯 등장하는 보드북이에요. “peekaboo” 형식의 반복적인 놀이 구조가 아이들의 호기심을 자극하며, 단순한 문장과 생동감 있는 장면 전환으로 책장을 넘기는 것 자체가 놀이가 되는 경험을 제공합니다.",https://mecca01.hgodo.com/main/9781465499912_600.jpg,https://mecca01.hgodo.com/goods/9781465499912_a.jpg,"피카부팝업북,펭귄팝업북"
스콜라스틱 Pig the Pug Six-Book Boxed Set,,1.7~2.3,,Scholastic,9781338718102,"엉뚱하고 고집 센 강아지 퍼그의 이야기를 유머러스하게 풀어낸 시리즈로, 반복되는 실수와 그로 인한 교훈이 경쾌하게 전개되는 것이 특징이에요. 과장된 표정과 리듬감 있는 문장이 어우러져 아이들이 웃으며 읽는 동시에 자연스럽게 행동의 결과를 이해하도록 돕습니다.",https://mecca01.hgodo.com/main/9781338718102_600.jpg,https://mecca01.hgodo.com/goods/9781338718102_a.jpg,"스토리북,피그더퍼그"
Ordinary People Change the World Collection 10 Books (포스터 포함),,,Brad Meltzer,Penguin,9780593090657,"세상을 바꾼 인물들의 어린 시절과 성장 과정을 친근한 그림책 형식으로 풀어낸 컬렉션이에요. 역사적 인물을 영웅이 아닌 ‘보통 아이’의 시선으로 보여주며, 꿈과 용기가 어떻게 큰 변화로 이어지는지 자연스럽게 전달합니다. 아이들에게 자기 가능성을 상상하게 만드는 구성이 특징입니다.",https://mecca01.hgodo.com/main/9780593090657_600.jpg,https://mecca01.hgodo.com/goods/9780593090657_a.jpg,"위인전,전기"
DK My Very Important Earth Encyclopedia,,,DK,DK,9780744059731,"지구의 구조, 날씨, 자연 현상, 생태계를 한눈에 이해할 수 있도록 구성된 어린이용 백과사전이에요. 복잡한 과학 개념을 시각 자료 중심으로 풀어내어 어렵지 않게 접근할 수 있으며, 주변 환경에 대한 호기심과 탐구 욕구를 자연스럽게 확장시켜 줍니다.",https://mecca01.hgodo.com/main/9780744059731_600.jpg,https://mecca01.hgodo.com/goods/9780744059731_a.jpg,"논픽션,지구,백과사전,인사이클로피디아"
Magic Tree House Collection 1: Books 1-8,,2.6~3.1,Mary Pope Osborne,Random House,9780593805541,"시간과 공간을 넘나드는 신비한 트리하우스를 중심으로 두 주인공이 다양한 역사와 모험 속으로 들어가는 이야기를 담은 시리즈예요. 빠르게 전개되는 사건 구조와 짧은 챕터 구성으로 읽는 몰입감을 높이며, 역사와 상상력이 함께 결합된 경험을 제공합니다.",https://mecca01.hgodo.com/main/9780593805541_600.jpg,https://mecca01.hgodo.com/goods/9780593805541_a.jpg,"챕터북,매직트리하우스"
앤서니 브라운 Bear Hunt,,,Anthony Browne,Puffin,9780141331591,"하얀 곰이 연필을 들고 자신을 둘러싼 위기를 그림으로 해결해 나가는 독특한 상상력이 돋보이는 그림책이에요. 사냥꾼들에게 쫓기는 상황 속에서도 곰은 연필로 필요한 물건이나 탈출 방법을 직접 그려 현실로 만들어내며 이야기를 이어갑니다. 단순한 추격 구조를 넘어 ‘그림이 곧 해결책이 되는’ 설정이 핵심으로, 창의적인 사고와 상상력의 힘을 자연스럽게 보여주는 작품입니다.",https://mecca01.hgodo.com/main/9780141331591_600.jpg,https://mecca01.hgodo.com/goods/9780141331591_a.jpg,"스토리북,베어헌트"
헬렌 옥슨버리 Ten Little Fingers and Ten Little Toes,,,"Mem Fox, Helen Oxenbury",Walker Books,9781529531985,"전 세계의 아기들이 가진 공통된 사랑스러움을 따뜻한 시선으로 담아낸 그림책이에요. 단순한 반복 문장과 부드러운 일러스트가 조화를 이루며, 아이와 보호자가 함께 읽으며 자연스럽게 애착과 안정감을 느낄 수 있도록 구성되어 있습니다.",https://mecca01.hgodo.com/main/9781529531985_600.jpg,https://mecca01.hgodo.com/goods/9781529531985_a.jpg,스토리북
샐리 셔튼 Wheels,,,Sally Sutton,Walker Books,9781529503371,"아이와 함께 탈것을 관찰하고 맞춰보는 즐거운 순간을 담은 그림책이에요. 주인공인 소년과 여동생이 거리에서 바퀴가 달린 여러 차량을 보고 무엇이 오는지 맞혀 보는 놀이를 중심으로 이야기가 펼쳐집니다. ""바퀴가 덜컹덜컹, 천천히 가는 바퀴, 빠르게 달리는 바퀴…"" 같은 리듬감 있는 문장이 반복되며, 아이들이 자연스럽게 소리와 움직임을 따라 읽을 수 있어요. 이야기 마지막에는 아이들이 스스로 스쿠터를 타며 직접 바퀴와 움직임을 경험하는 장면이 등장해, 관찰과 참여의 즐거움을 함께 느낄 수 있는 책입니다.",http://mecca01.hgodo.com/main/9781529503371_600.jpg,http://mecca01.hgodo.com/goods/9781529503371_a.jpg,"스토리북,샐리셔튼,휠스"
모 윌렘스 Knuffle Bunny Free,,2.7,Mo Willems,Walker Books,9781406336498,"작은 토끼 인형을 둘러싼 아이의 성장과 감정 변화를 담은 이야기로, 일상 속 작은 사건이 아이에게는 큰 감정 경험으로 확장되는 과정을 섬세하게 보여줍니다. 단순한 그림과 실제 사진이 결합된 독특한 구성으로 현실과 상상의 경계를 자연스럽게 연결합니다.",https://mecca01.hgodo.com/main/9781406336498_600.jpg,https://mecca01.hgodo.com/goods/9781406336498_a.jpg,"스토리북,모윌렘스,너플버니"
Bluey 4 Board Books Set - 보드북,,,Ladybird,Ladybird,8780241682296,"전 세계적으로 사랑받는 애니메이션 블루이 바탕으로, 블루이와 가족, 친구들이 일상 속에서 펼치는 놀이와 상상의 순간들을 따뜻하고 유쾌하게 그려낸 이야기로, 짧고 리듬감 있는 문장과 선명한 색감의 일러스트를 통해 아이들이 자연스럽게 몰입하며 즐길 수 있도록 구성되었으며, 가족 간의 사랑과 배려, 친구와의 관계 속에서 배우는 감정 표현과 사회성을 부드럽게 전달하고, 반복되는 일상 속에서도 스스로 생각하고 상상하는 힘을 키우도록 도와주어 아이와 부모가 함께 공감하고 웃으며 읽기 좋은 작품입니다.",http://mecca01.hgodo.com/main/9780241682296_600.jpg,http://mecca01.hgodo.com/goods/9780241682296_a.jpg,블루이
페파피그 Peppa and Friends Story Box 9 Books Set,,1.8~2.3,Ladybird,Ladybird,9781338857979,"아이들에게 꾸준히 사랑받는 캐릭터 페파피그의 세계관을 바탕으로, 페파와 친구들이 일상 속에서 겪는 다양한 에피소드를 경쾌하고 친근하게 풀어낸 이야기로, 간결한 문장과 밝은 색감의 일러스트가 어우러져 아이들이 쉽고 재미있게 읽기에 적합하며, 가족과 친구와의 관계 속에서 배려와 소통, 감정 표현의 중요성을 자연스럽게 익히도록 돕고, 반복되는 상황 속에서도 상상력과 공감 능력을 키워 주어 부모와 아이가 함께 즐기며 읽기 좋은 작품입니다.",http://mecca01.hgodo.com/main/9781338857979_600.jpg,http://mecca01.hgodo.com/goods/9781338857979_a.jpg,페파피그 스토리북
마인크래프트 Minecrafter Unite: 2001 Sticker Fun Book,,,Centum Books,Centum Books,9781916549876,"전 세계적으로 사랑받는 게임 마인크래프트의 세계를 바탕으로, 다양한 캐릭터와 아이템을 활용해 직접 꾸미고 완성해 나가는 스티커 활동 중심의 구성으로, 간단한 미션과 장면 채우기를 통해 아이들이 자연스럽게 몰입하며 창의적으로 이야기를 확장할 수 있도록 돕고, 손으로 붙이고 배열하는 과정에서 소근육 발달과 집중력을 키워 주며, 자신만의 방식으로 세계를 완성해 나가는 재미와 성취감을 동시에 느낄 수 있는 참여형 액티비티 북입니다.",http://mecca01.hgodo.com/main/9781916549876_600.jpg,http://mecca01.hgodo.com/goods/9781916549876_a.jpg,마인크래프트 스티커
Jurassic World The Ultimate Pop-Up Book,,,Matthew Reinhart,Insight Editions,9781683839163,"전 세계적으로 사랑받는 영화 쥬라기 월드의 세계를 생생하게 재현한 팝업북으로, 책장을 펼칠 때마다 공룡들이 입체적으로 살아 움직이듯 펼쳐지는 다이내믹한 연출을 통해 강렬한 몰입감을 선사하며, 티라노사우루스와 벨로시랩터 등 다양한 공룡들을 한눈에 만나볼 수 있어 호기심과 상상력을 자극하고, 정교하게 설계된 구조와 시각적 효과를 통해 보는 즐거움과 탐험하는 재미를 동시에 느낄 수 있는 특별한 인터랙티브 도서입니다.",http://mecca01.hgodo.com/main/9781683839163_600.jpg,http://mecca01.hgodo.com/goods/9781683839163_a.jpg,"주라기월드,쥬라기월드,팝업북,주라기월드 팝업북,쥬라기월드 팝업북"
Inside Out: Eearth,,,Quarto Publishing,Quarto Publishing,9798317900281,"지구의 구조와 자연 현상, 환경에 대한 기초 지식을 쉽고 직관적으로 풀어낸 논픽션으로, 대기와 바다, 지형 등 우리 주변 세계를 구성하는 요소들을 흥미롭게 소개하며, 간결한 설명과 시각 자료를 통해 어린 독자들이 복잡한 개념도 부담 없이 이해할 수 있도록 돕고, 자연의 원리와 환경의 소중함을 자연스럽게 인식하게 하며, 관찰력과 탐구심을 키워 주는 입문형 과학 교양서입니다.",http://mecca01.hgodo.com/main/9798317900281_600.jpg,http://mecca01.hgodo.com/goods/9798317900281_a.jpg,"인사이드아웃,얼쓰,지구"
Britannica All New Kids' Encyclopedia: What We Know & What We Don't,,,Britannica Books,Britannica Books,9781912920488,"세계적인 지식 브랜드 Encyclopaedia Britannica가 선보인 어린이용 백과로, 우리가 이미 알고 있는 사실과 아직 밝혀지지 않은 미지의 영역을 함께 다루며 우주·지구·생명·기술 등 다양한 주제를 흥미롭게 풀어내고, 최신 과학 지식과 탐구 과정을 균형 있게 담아 단순한 정보 전달을 넘어 ‘왜?’라는 질문을 자연스럽게 이끌어 내며, 풍부한 시각 자료와 간결한 설명을 통해 이해를 돕고, 스스로 생각하고 탐구하는 힘을 키워 주는 지식 확장형 교양서입니다.",http://mecca01.hgodo.com/main/9781912920488_600.jpg,http://mecca01.hgodo.com/goods/9781912920488_a.jpg,"백과사전,인사이클로피디아,사전"
에릭칼 The Grouchy Ladybug,,2.8,Eric Carle,Harper Collins,9780064434508,"그림책 작가 Eric Carle의 대표작으로, 하루 동안 계속해서 만나는 다양한 동물들과의 상황 속에서 화가 난 무당벌레가 점차 태도와 시각을 바꿔 가는 과정을 통해 시간 개념과 예의, 사회적 상호작용을 자연스럽게 익히도록 구성되었으며, 반복적이고 리듬감 있는 문장과 독특한 콜라주 스타일의 일러스트가 아이들의 집중과 흥미를 이끌어 내고, 갈등과 선택을 통해 타인을 이해하는 방법을 배우게 하는 교육적 메시지를 담은 그림책입니다.",https://mecca01.hgodo.com/main/9780064434508_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9780064434508_a.jpg,"스토리북,그림책,무당벌레"
존 클라센 Circle,,2.2,"Jon Klassen, Mac Barnett",Walker Books,9781406390377,"세모, 네모와 이어지는 모양 3부작의 마지막 이야기로, 동그라미가 폭포 옆에서 친구들과 숨바꼭질을 하던 중 친구 삼각형이 규칙을 깨고 어두운 폭포 뒤로 사라지자 그를 찾기 위해 모험을 떠나는 전개로, 간결한 텍스트와 단순한 모양 캐릭터를 통해 두려움과 상상력, 용기와 우정 같은 주제를 은유적으로 보여 주며, 미지의 공간에 대한 호기심과 상황 판단, 관찰력과 추론 능력을 자연스럽게 자극합니다.",https://mecca01.hgodo.com/main/9781406390377_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9781406390377_a.jpg,"스토리북,그림책,맥바넷,서클"
Pete the Cat for Class President!(Includes Over 30 Stickers!),,2.4,James Dean,HarperCollins,9780063111486,"아이들에게 인기 있는 캐릭터 Pete the Cat이 학교 반장 선거에 도전하며 친구들의 의견을 듣고 공약을 준비하는 과정을 유쾌하게 담아낸 이야기로, 다양한 상황 속에서 책임감과 리더십, 친구와의 협력의 의미를 자연스럽게 보여 주고, 경쾌한 문장과 밝은 그림, 그리고 스티커 활동 요소가 더해져 아이들의 참여와 흥미를 높이며, 놀이처럼 즐기면서 민주적인 의사결정 과정과 소통의 중요성을 배울 수 있도록 구성된 참여형 스토리북입니다.",http://mecca01.hgodo.com/main/9780063111486_600.jpg,http://mecca01.hgodo.com/goods/9780063111486_a.jpg,피트더캣
케이팝 데몬 헌터스 K-Pop Demon Hunters: The Official Poster Book,,,Random House,Random House,9798217233960,"넷플릭스에서 인기 폭발한 애니메이션 K‑Pop Demon Hunters 세계를 화려한 포스터로 가득 담은 공식 포스터 북이에요. 영화 속 주인공 헌트릭스와 사자보이즈, 더피 타이거, 수씨 같은 캐릭터들의 생동감 넘치는 아트워크가 35장 이상 실려 있어 방이나 스크랩북을 팬심으로 가득 채우기에 좋아요. 음악과 악마 사냥이 만나 펼쳐지는 이 독특한 SF‑판타지 세계를 좋아한다면, 좋아하는 장면과 캐릭터를 눈앞에 두는 즐거움을 느낄 수 있을 거예요.",http://mecca01.hgodo.com/main/9798217233960_600.jpg,http://mecca01.hgodo.com/goods/9798217233960_a.jpg,"넷플릭스,케이팝,포스터북"
"코코멜론 사운드북 Cocomelon: Yes, Yes, Sing with Me (5 Favorite Songs to Bring Along & Sing Along)",,,Cottage Door Press,Cottage Door Press,9781646388844,"코코멜론 인기 동요 5곡을 생생한 사운드로 즐길 수 있는 사운드북으로, 버튼을 누르면 바로 음악이 재생되어 자연스럽게 따라 부르며 영어 리듬과 표현에 익숙해질 수 있도록 구성되어 있으며, 밝고 친숙한 캐릭터 일러스트와 함께 시청각을 동시에 자극해 몰입도를 높여주는 노래 사운드북입니다.",http://mecca01.hgodo.com/main/9781646388844_600.jpg,http://mecca01.hgodo.com/goods/9781646388844_a.jpg,"싱위드미,싱윗미,씽위드미,씽윗미,노래"
메이지 팝업북 Maisy's House And Garden,,,Lucy Cousins,Walker Books,9781406306613,"사랑스러운 캐릭터 메이지와 함께 집과 정원을 탐험하는 재미있는 팝업북으로, 페이지마다 펼쳐지는 입체 요소가 아이들의 호기심과 상상력을 자극하고, 다양한 생활 공간을 자연스럽게 익히며 관찰력과 이야기 이해력을 키울 수 있는 인터랙티브 팝업입니다.",https://mecca01.hgodo.com/main/9781406371253_600.jpg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9781406371253_a.jpg,메이지하우스앤가든
My First Brain Quest First Words: Community Helpers,,,Workman Publishing,Workman Publishing,9781523519811,"주변에서 만나는 다양한 커뮤니티 헬퍼(경찰관, 소방관, 의사 등)를 주제로 필수 영어 단어를 배우는 유아용 학습 카드북으로, 선명한 일러스트와 함께 단어와 역할을 자연스럽게 연결해 이해할 수 있으며, 질문과 간단한 활동을 통해 어휘력과 관찰력, 기초 사고력을 함께 키울 수 있도록 구성된 학습 도서입니다.",http://mecca01.hgodo.com/main/9781523519811_600.jpg,http://mecca01.hgodo.com/goods/9781523519811_a.jpg,브레인퀘스트
포켓몬 Pokemon : Epic Battle Collection 3 Books Set,,,Farshore,Farshore,9780008537302,"포켓몬 모험과 전투를 담은 3권 세트로 스토리북과 색칠하기, 미로 퍼즐 등 액티비티북이 함께 들어 있어 읽기와 놀이를 동시에 즐기고, 더블사이드 포스터와 도어 행어, 포켓볼 크래프트로 캐릭터와 상호작용하며 창의력과 탐구심을 자극하며, 각 권의 전투와 모험 스토리를 따라 포켓몬 트레이너가 되어 세계를 탐험할 수 있습니다.",http://mecca01.hgodo.com/main/9780008537302_600.jpg,http://mecca01.hgodo.com/goods/9780008537302_a.jpg,"포켓몬 액티비티,포켓몬 컬러링"
아나 예나스 I Love You Nearly Always Pop-Up,,,Anna Llenas,Templar Publishing,9781454939504,"서로 다른 특징 때문에 갈등을 겪기도 하는 두 친구가 차이를 이해하고 타협점을 찾아 관계를 회복하는 과정을 팝업으로 보여주며, 친구 관계에서 일어날 수 있는 감정과 상황을 짧은 텍스트로 자연스럽게 따라가면서 공감, 문제 해결, 배려와 협력의 중요성을 배울 수 있도록 구성되어 있습니다.",http://mecca01.hgodo.com/data/goods/20/09/21/9559/9559_Detail0.jpeg,http://mecca01.hgodo.com/data/temp/shop/data/goods/2016/9781783707614_a.jpg,"아이러브유 팝업,팝업북,그래도 널 사랑해"
Incredible Human Body in a Book,,,Claire Bampton,Arcturus Holdings Limited,9781839403491,"인체의 구조와 기능을 직접 배우며 체험할 수 있도록 구성된 활동형 학습북으로, 책에 들어 있는 구성품으로 3D 인체 모델을 조립하면서 뼈, 근육, 장기 등 신체 각 부분의 역할과 연결 관계를 자연스럽게 이해할 수 있고, 풍부한 흥미로운 사실과 정보로 아이들이 인체 시스템 전반에 대한 호기심을 키울 수 있도록 만들어졌습니다.",http://mecca01.hgodo.com/main/9781839403491_600.jpg,http://mecca01.hgodo.com/goods/9781839403491_a.jpg,"논픽션,휴먼바디,휴먼 바디,인사이클로피디아,백과사전"
앤서니 브라운 I Like Books,,1.3,Anthony Browne,Walker Books,9780744598575,"다양한 종류의 책을 소개하며 아이들이 자연스럽게 독서의 즐거움을 느낄 수 있도록 이끌어 주는 그림책입니다. 재미있는 책, 무서운 책, 동화책 등 여러 가지 책의 세계를 유쾌하게 보여주며 호기심을 자극하고, 간결한 문장과 재치 있는 그림이 어우러져 어린 아이들도 쉽게 읽고 이해할 수 있습니다. 책 읽기의 즐거움을 처음 접하는 아이들에게 부담 없이 다가가며 독서 습관 형성에 도움을 줍니다.",http://mecca01.hgodo.com/main/9780744598575_600.jpg,http://mecca01.hgodo.com/goods/9780744598575_a.jpg,"스토리북,그림책,앤서니브라운,고릴라"
